"airline","date_of_journey","source","destination","route","dep_time","arrival_time","total_stops","additional_info","price","journey_day","journey_month","duration_total_mins"
"SpiceJet","2020-03-26","Patna","Indore","PAT-IND","19:44","11:34",0,"business class available",5102,26,3,525
"SpiceJet","2019-04-18","Nagpur","Patna","NAG-PAT","14:49","04:12",0,"extra baggage allowed",6247,18,4,870
"SpiceJet","2024-08-03","Lucknow","Patna","LUC-CHE-BAN-PUN-PAT","11:03","23:06",3,"in-flight meal not included",8040,3,8,495
"Vistara","2019-05-02","Goa","Indore","GOA-BAN-COC-IND","04:12","19:07",2,"wifi available",6103,2,5,465
"Air India","2019-06-27","Delhi","Guwahati","DEL-IND-GUW","17:47","06:47",1,"none",5276,27,6,705
"TruJet","2021-06-12","Delhi","Ahmedabad","DEL-HYD-BAN-AHM","14:04","18:54",2,"business class available",10271,12,6,900
"Star Air","2024-03-14","Nagpur","Patna","NAG-COC-AHM-PAT","16:40","23:34",2,"business class available",7388,14,3,525
"Vistara","2024-08-09","Delhi","Goa","DEL-IND-GUW-RAI-GOA","16:03","03:42",3,"in-flight meal not included",14529,9,8,90
"TruJet","2022-07-13","Hyderabad","Kolkata","HYD-IND-KOL","09:41","19:52",1,"in-flight meal not included",5270,13,7,810
"Air India","2025-06-09","Patna","Chennai","PAT-GOA-LUC-BAN-CHE","04:16","14:15",3,"1 long layover",14175,9,6,105
"Akasa Air","2024-03-12","Patna","Indore","PAT-VAR-JAI-BHU-IND","00:57","07:26",3,"red-eye flight",14554,12,3,300
"TruJet","2024-04-07","Jaipur","Hyderabad","JAI-GUW-LUC-HYD","17:01","19:38",2,"none",7941,7,4,315
"Star Air","2025-11-21","Delhi","Kolkata","DEL-VAR-IND-GUW-KOL","19:47","19:45",3,"red-eye flight",14408,21,11,660
"SpiceJet","2021-03-26","Bhubaneswar","Varanasi","BHU-IND-HYD-PUN-VAR","10:27","12:45",3,"1 long layover",9272,26,3,180
"Air India","2024-08-21","Hyderabad","Varanasi","HYD-KOL-RAI-VAR","00:43","20:46",2,"1 long layover",8905,21,8,555
"Alliance Air","2020-11-28","Bangalore","Hyderabad","BAN-DEL-MUM-HYD","15:38","12:36",2,"in-flight meal not included",12858,28,11,885
"TruJet","2021-11-25","Delhi","Ahmedabad","DEL-VAR-NAG-LUC-AHM","22:58","18:01",3,"in-flight meal not included",11483,25,11,795
"SpiceJet","2024-12-14","Indore","Mumbai","IND-SUR-AHM-MUM","09:42","09:45",2,"extra baggage allowed",6683,14,12,720
"TruJet","2023-09-16","Raipur","Ahmedabad","RAI-GUW-VAR-AHM","03:29","05:12",2,"1 long layover",13847,16,9,300
"SpiceJet","2022-02-03","Ahmedabad","Delhi","AHM-HYD-BHU-MUM-DEL","19:05","06:37",3,"1 long layover",8672,3,2,375
"TruJet","2020-02-24","Kolkata","Mumbai","KOL-MUM","03:50","23:53",0,"business class available",8798,24,2,465
"Star Air","2024-12-19","Lucknow","Mumbai","LUC-MUM","15:02","04:45",0,"1 long layover",2664,19,12,60
"Vistara","2020-01-12","Delhi","Patna","DEL-SUR-COC-PAT","06:35","09:40",2,"limited seats",12519,12,1,450
"Vistara","2025-07-28","Ahmedabad","Jaipur","AHM-JAI","10:14","16:03",0,"extra baggage allowed",6733,28,7,705
"Vistara","2021-10-10","Varanasi","Jaipur","VAR-RAI-GUW-JAI","22:46","19:45",2,"none",8224,10,10,660
"Akasa Air","2022-07-17","Guwahati","Pune","GUW-CHE-NAG-IND-PUN","10:54","09:28",3,"in-flight meal not included",15067,17,7,600
"AirAsia India","2019-02-15","Delhi","Pune","DEL-MUM-NAG-GUW-PUN","08:23","21:10",3,"extra baggage allowed",13443,15,2,945
"Star Air","2024-11-17","Bangalore","Kolkata","BAN-KOL","16:26","23:43",0,"extra baggage allowed",4164,17,11,795
"Alliance Air","2019-02-04","Indore","Delhi","IND-DEL","14:56","20:22",0,"in-flight meal not included",3880,4,2,825
"GoAir","2025-05-22","Surat","Ahmedabad","SUR-AHM","03:56","20:59",0,"in-flight meal not included",6355,22,5,690
"AirAsia India","2021-08-14","Lucknow","Kolkata","LUC-AHM-KOL","08:33","19:18",1,"business class available",10956,14,8,735
"AirAsia India","2020-06-20","Raipur","Hyderabad","RAI-CHE-SUR-LUC-HYD","20:02","11:39",3,"red-eye flight",9130,20,6,765
"Air India","2024-08-24","Cochin","Hyderabad","COC-RAI-PAT-HYD","08:53","09:06",2,"none",7128,24,8,465
"AirAsia India","2025-08-10","Jaipur","Mumbai","JAI-NAG-KOL-HYD-MUM","20:02","12:18",3,"1 long layover",10970,10,8,360
"Star Air","2024-04-12","Jaipur","Nagpur","JAI-GUW-CHE-PUN-NAG","22:26","07:23",3,"limited seats",8376,12,4,360
"TruJet","2019-11-27","Nagpur","Delhi","NAG-BHU-DEL","17:49","16:12",1,"none",4270,27,11,180
"Air India","2025-02-09","Indore","Raipur","IND-KOL-CHE-RAI","18:10","18:40",2,"red-eye flight",12892,9,2,720
"Akasa Air","2021-08-04","Mumbai","Raipur","MUM-RAI","22:08","04:35",0,"business class available",5487,4,8,645
"GoAir","2024-04-28","Varanasi","Indore","VAR-BHU-BAN-IND","07:48","01:24",2,"business class available",14694,28,4,345
"IndiGo","2020-10-21","Patna","Guwahati","PAT-GUW","08:30","05:10",0,"business class available",8285,21,10,435
"Star Air","2020-02-05","Lucknow","Hyderabad","LUC-PAT-CHE-KOL-HYD","23:36","21:37",3,"extra baggage allowed",8867,5,2,75
"IndiGo","2019-06-15","Hyderabad","Surat","HYD-SUR","14:12","23:00",0,"1 long layover",4992,15,6,510
"TruJet","2024-11-19","Hyderabad","Patna","HYD-PAT","04:03","14:43",0,"extra baggage allowed",3551,19,11,735
"Air India","2023-12-07","Surat","Patna","SUR-RAI-COC-DEL-PAT","14:00","09:45",3,"extra baggage allowed",6621,7,12,435
"Alliance Air","2024-05-09","Bangalore","Hyderabad","BAN-GOA-SUR-JAI-HYD","07:55","10:24",3,"extra baggage allowed",14771,9,5,165
"TruJet","2022-09-10","Mumbai","Surat","MUM-PAT-BHU-NAG-SUR","23:37","23:43",3,"in-flight meal not included",16836,10,9,885
"AirAsia India","2023-11-16","Cochin","Surat","COC-CHE-BAN-SUR","16:28","23:56",2,"business class available",5521,16,11,720
"GoAir","2025-07-01","Raipur","Surat","RAI-PUN-BHU-SUR","15:09","07:30",2,"red-eye flight",8175,1,7,630
"GoAir","2023-03-04","Indore","Ahmedabad","IND-AHM","14:45","03:03",0,"red-eye flight",9096,4,3,900
"Vistara","2022-09-24","Patna","Bhubaneswar","PAT-GOA-CHE-AHM-BHU","17:20","15:43",3,"1 long layover",5704,24,9,345
"TruJet","2020-02-26","Bangalore","Lucknow","BAN-JAI-BHU-LUC","05:27","23:13",2,"none",5146,26,2,285
"Akasa Air","2022-02-05","Surat","Varanasi","SUR-BAN-VAR","15:58","06:01",1,"wifi available",3659,5,2,615
"SpiceJet","2019-05-19","Jaipur","Bhubaneswar","JAI-SUR-GOA-BHU","03:16","07:38",2,"1 long layover",11092,19,5,135
"Star Air","2025-05-28","Hyderabad","Varanasi","HYD-COC-LUC-VAR","07:02","02:21",2,"extra baggage allowed",11921,28,5,195
"AirAsia India","2021-10-12","Bangalore","Mumbai","BAN-DEL-LUC-RAI-MUM","10:55","12:06",3,"new aircraft",7734,12,10,900
"Star Air","2023-08-25","Raipur","Jaipur","RAI-BHU-GOA-JAI","21:58","20:54",2,"none",8410,25,8,375
"IndiGo","2021-11-21","Ahmedabad","Guwahati","AHM-NAG-GUW","21:45","09:02",1,"limited seats",7154,21,11,270
"Star Air","2021-07-07","Bhubaneswar","Ahmedabad","BHU-AHM","16:51","06:10",0,"business class available",6960,7,7,120
"Vistara","2023-08-26","Lucknow","Ahmedabad","LUC-DEL-MUM-GOA-AHM","18:38","19:03",3,"new aircraft",16720,26,8,495
"Alliance Air","2019-12-19","Chennai","Jaipur","CHE-JAI","15:26","18:28",0,"in-flight meal not included",10661,19,12,330
"TruJet","2025-01-12","Pune","Surat","PUN-SUR","17:58","07:23",0,"limited seats",11339,12,1,120
"AirAsia India","2024-06-09","Kolkata","Indore","KOL-CHE-RAI-NAG-IND","20:42","17:39",3,"new aircraft",7368,9,6,705
"Vistara","2020-12-01","Patna","Bangalore","PAT-COC-BAN","17:38","08:47",1,"limited seats",9917,1,12,165
"Akasa Air","2025-10-16","Mumbai","Cochin","MUM-DEL-COC","03:04","23:43",1,"red-eye flight",7654,16,10,465
"Akasa Air","2019-12-05","Mumbai","Raipur","MUM-PAT-AHM-RAI","00:50","05:03",2,"new aircraft",8970,5,12,480
"Akasa Air","2024-04-14","Mumbai","Kolkata","MUM-KOL","00:45","01:52",0,"limited seats",10078,14,4,195
"Akasa Air","2023-01-21","Pune","Mumbai","PUN-MUM","13:42","11:08",0,"business class available",8932,21,1,495
"Air India","2022-04-23","Delhi","Patna","DEL-PAT","14:37","07:28",0,"extra baggage allowed",11786,23,4,675
"IndiGo","2025-03-16","Nagpur","Raipur","NAG-PUN-RAI","17:29","22:15",1,"extra baggage allowed",7717,16,3,630
"GoAir","2023-08-18","Patna","Hyderabad","PAT-BHU-IND-SUR-HYD","05:16","23:38",3,"wifi available",15334,18,8,405
"Star Air","2021-08-10","Goa","Nagpur","GOA-NAG","02:13","05:13",0,"in-flight meal not included",4287,10,8,510
"IndiGo","2024-05-22","Jaipur","Hyderabad","JAI-IND-KOL-COC-HYD","09:23","15:49",3,"new aircraft",10339,22,5,195
"GoAir","2025-06-16","Ahmedabad","Indore","AHM-NAG-HYD-COC-IND","07:49","14:38",3,"new aircraft",9624,16,6,390
"Akasa Air","2020-11-16","Kolkata","Cochin","KOL-GUW-MUM-SUR-COC","20:43","12:21",3,"wifi available",9188,16,11,225
"Star Air","2025-08-17","Goa","Indore","GOA-IND","23:36","19:11",0,"new aircraft",6310,17,8,225
"Alliance Air","2023-12-12","Raipur","Guwahati","RAI-KOL-MUM-SUR-GUW","22:28","09:56",3,"business class available",9080,12,12,900
"AirAsia India","2024-04-09","Delhi","Nagpur","DEL-RAI-NAG","23:09","04:40",1,"1 long layover",5744,9,4,90
"Alliance Air","2024-01-21","Guwahati","Nagpur","GUW-KOL-NAG","10:01","19:01",1,"wifi available",7715,21,1,750
"Akasa Air","2022-01-21","Kolkata","Varanasi","KOL-HYD-VAR","11:18","07:12",1,"wifi available",4667,21,1,870
"GoAir","2019-03-14","Bhubaneswar","Ahmedabad","BHU-AHM","05:25","02:07",0,"none",7583,14,3,735
"Air India","2025-08-12","Chennai","Bangalore","CHE-HYD-GOA-SUR-BAN","09:45","05:40",3,"none",12551,12,8,420
"Air India","2025-10-20","Patna","Pune","PAT-KOL-JAI-VAR-PUN","15:13","20:04",3,"none",8996,20,10,915
"Akasa Air","2022-02-10","Patna","Cochin","PAT-GOA-HYD-NAG-COC","23:54","08:04",3,"new aircraft",15587,10,2,855
"IndiGo","2021-12-15","Goa","Bangalore","GOA-BAN","06:04","19:34",0,"new aircraft",8642,15,12,435
"TruJet","2024-12-13","Ahmedabad","Surat","AHM-HYD-MUM-SUR","03:28","06:18",2,"1 long layover",8828,13,12,165
"Alliance Air","2022-02-17","Hyderabad","Patna","HYD-NAG-JAI-KOL-PAT","23:32","04:11",3,"business class available",12421,17,2,120
"TruJet","2022-05-07","Cochin","Lucknow","COC-VAR-BAN-LUC","09:55","10:24",2,"extra baggage allowed",12273,7,5,255
"Akasa Air","2020-12-16","Bhubaneswar","Pune","BHU-RAI-PUN","06:25","10:42",1,"wifi available",9051,16,12,120
"TruJet","2025-12-10","Raipur","Patna","RAI-HYD-DEL-VAR-PAT","22:23","03:40",3,"none",11829,10,12,885
"IndiGo","2020-09-05","Raipur","Delhi","RAI-LUC-SUR-IND-DEL","22:45","12:51",3,"1 long layover",12822,5,9,825
"IndiGo","2022-01-24","Raipur","Cochin","RAI-BHU-JAI-COC","19:48","08:24",2,"business class available",12682,24,1,870
"Star Air","2019-03-14","Patna","Bhubaneswar","PAT-BHU","15:09","16:54",0,"new aircraft",7792,14,3,435
"SpiceJet","2023-08-02","Surat","Lucknow","SUR-GUW-KOL-MUM-LUC","06:30","09:38",3,"new aircraft",15997,2,8,525
"Star Air","2023-09-23","Bangalore","Varanasi","BAN-LUC-VAR","14:41","13:59",1,"in-flight meal not included",4976,23,9,495
"Alliance Air","2022-04-24","Indore","Nagpur","IND-NAG","14:57","06:17",0,"new aircraft",5308,24,4,855
"SpiceJet","2019-08-04","Hyderabad","Bhubaneswar","HYD-COC-BAN-LUC-BHU","21:06","05:39",3,"in-flight meal not included",9949,4,8,480
"Akasa Air","2020-03-16","Hyderabad","Pune","HYD-NAG-COC-AHM-PUN","10:51","09:43",3,"extra baggage allowed",11491,16,3,510
"Air India","2024-02-01","Mumbai","Nagpur","MUM-HYD-AHM-KOL-NAG","14:09","21:55",3,"red-eye flight",16751,1,2,450
"Air India","2019-04-12","Lucknow","Pune","LUC-GOA-PUN","00:01","13:49",1,"red-eye flight",13381,12,4,105
"Alliance Air","2019-06-07","Guwahati","Bhubaneswar","GUW-PUN-BHU","15:57","05:17",1,"none",7337,7,6,420
"SpiceJet","2020-02-05","Mumbai","Kolkata","MUM-KOL","19:06","15:51",0,"business class available",7188,5,2,375
"IndiGo","2024-08-20","Jaipur","Patna","JAI-AHM-PAT","04:56","20:03",1,"wifi available",10816,20,8,135
"Air India","2021-04-22","Nagpur","Goa","NAG-BAN-HYD-COC-GOA","00:28","07:21",3,"new aircraft",12426,22,4,930
"Air India","2023-02-21","Varanasi","Delhi","VAR-DEL","15:14","02:45",0,"red-eye flight",5453,21,2,555
"Vistara","2025-04-01","Guwahati","Chennai","GUW-MUM-DEL-JAI-CHE","04:42","12:43",3,"red-eye flight",12523,1,4,885
"Air India","2023-09-01","Delhi","Chennai","DEL-CHE","14:16","01:05",0,"business class available",11929,1,9,450
"Akasa Air","2022-08-04","Guwahati","Cochin","GUW-SUR-COC","07:19","04:45",1,"limited seats",12478,4,8,450
"Alliance Air","2025-04-23","Kolkata","Surat","KOL-JAI-BHU-SUR","13:45","17:18",2,"extra baggage allowed",6855,23,4,450
"TruJet","2025-02-28","Nagpur","Varanasi","NAG-VAR","06:54","00:48",0,"business class available",2889,28,2,60
"SpiceJet","2019-01-14","Indore","Bhubaneswar","IND-PAT-RAI-BHU","17:02","18:31",2,"none",14201,14,1,795
"Akasa Air","2025-01-28","Bhubaneswar","Chennai","BHU-CHE","14:16","12:48",0,"1 long layover",11463,28,1,510
"GoAir","2019-08-26","Cochin","Patna","COC-KOL-MUM-BAN-PAT","07:01","06:54",3,"extra baggage allowed",16395,26,8,90
"TruJet","2020-03-12","Pune","Kolkata","PUN-KOL","17:18","23:11",0,"business class available",7645,12,3,90
"Air India","2025-09-18","Nagpur","Pune","NAG-PUN","01:50","01:33",0,"1 long layover",7475,18,9,270
"GoAir","2024-07-06","Goa","Mumbai","GOA-CHE-LUC-HYD-MUM","05:41","03:45",3,"extra baggage allowed",8447,6,7,600
"IndiGo","2021-10-14","Ahmedabad","Guwahati","AHM-SUR-GUW","02:41","01:22",1,"red-eye flight",4907,14,10,450
"IndiGo","2020-07-22","Chennai","Guwahati","CHE-SUR-IND-JAI-GUW","18:39","11:48",3,"new aircraft",13349,22,7,330
"Alliance Air","2019-03-17","Delhi","Patna","DEL-PUN-PAT","15:29","07:20",1,"limited seats",7810,17,3,825
"Alliance Air","2022-01-07","Bangalore","Ahmedabad","BAN-AHM","04:25","22:15",0,"none",10786,7,1,735
"GoAir","2020-09-26","Bhubaneswar","Lucknow","BHU-GUW-DEL-LUC","04:26","07:37",2,"new aircraft",10283,26,9,120
"AirAsia India","2019-10-23","Cochin","Mumbai","COC-CHE-MUM","15:50","01:58",1,"business class available",5936,23,10,510
"IndiGo","2021-01-07","Delhi","Patna","DEL-PAT","23:53","03:28",0,"1 long layover",10014,7,1,225
"IndiGo","2021-06-11","Guwahati","Chennai","GUW-CHE","11:20","12:23",0,"none",8092,11,6,345
"AirAsia India","2025-11-05","Raipur","Bangalore","RAI-BAN","07:43","22:42",0,"extra baggage allowed",7341,5,11,750
"Vistara","2025-01-15","Lucknow","Kolkata","LUC-GOA-PUN-KOL","08:33","07:39",2,"1 long layover",9271,15,1,720
"IndiGo","2022-03-23","Varanasi","Ahmedabad","VAR-BAN-AHM","23:02","15:20",1,"business class available",4123,23,3,540
"Alliance Air","2022-05-19","Indore","Hyderabad","IND-PUN-AHM-DEL-HYD","17:46","14:23",3,"new aircraft",11479,19,5,705
"Alliance Air","2022-03-08","Cochin","Pune","COC-PUN","19:58","07:36",0,"none",5448,8,3,585
"Vistara","2023-03-22","Cochin","Mumbai","COC-PAT-KOL-MUM","14:07","01:38",2,"new aircraft",5458,22,3,240
"GoAir","2020-06-06","Mumbai","Jaipur","MUM-JAI","21:38","07:25",0,"in-flight meal not included",7343,6,6,420
"SpiceJet","2023-05-01","Cochin","Varanasi","COC-VAR","15:34","06:05",0,"red-eye flight",9228,1,5,540
"Star Air","2022-06-18","Surat","Jaipur","SUR-NAG-JAI","12:52","05:39",1,"wifi available",6039,18,6,300
"IndiGo","2021-12-08","Jaipur","Kolkata","JAI-MUM-HYD-GUW-KOL","18:55","12:55",3,"1 long layover",11484,8,12,675
"AirAsia India","2020-02-22","Raipur","Indore","RAI-BAN-IND","01:31","07:18",1,"wifi available",9401,22,2,420
"Star Air","2019-10-25","Kolkata","Delhi","KOL-PUN-LUC-DEL","23:39","09:18",2,"business class available",6694,25,10,795
"IndiGo","2020-05-01","Pune","Nagpur","PUN-MUM-LUC-GUW-NAG","08:03","01:18",3,"new aircraft",11094,1,5,300
"GoAir","2021-06-23","Delhi","Kolkata","DEL-LUC-SUR-KOL","04:49","16:21",2,"none",7296,23,6,555
"Star Air","2025-06-16","Surat","Chennai","SUR-BAN-LUC-HYD-CHE","00:11","04:09",3,"business class available",9675,16,6,615
"Akasa Air","2025-05-13","Raipur","Hyderabad","RAI-MUM-PUN-HYD","03:45","21:40",2,"1 long layover",7792,13,5,720
"Air India","2019-12-13","Cochin","Hyderabad","COC-PUN-HYD","04:29","19:57",1,"none",4605,13,12,165
"Akasa Air","2024-12-04","Guwahati","Cochin","GUW-CHE-COC","15:12","07:11",1,"none",4764,4,12,345
"TruJet","2020-11-07","Patna","Kolkata","PAT-VAR-NAG-KOL","16:02","01:41",2,"business class available",4529,7,11,780
"IndiGo","2025-02-07","Hyderabad","Nagpur","HYD-VAR-NAG","00:06","19:28",1,"wifi available",8176,7,2,600
"Star Air","2019-03-11","Mumbai","Guwahati","MUM-GUW","05:49","21:13",0,"1 long layover",5882,11,3,180
"GoAir","2025-04-08","Jaipur","Hyderabad","JAI-COC-SUR-BHU-HYD","09:42","06:01",3,"business class available",12151,8,4,750
"Air India","2019-07-16","Mumbai","Goa","MUM-JAI-BHU-GOA","00:05","14:59",2,"1 long layover",11342,16,7,495
"SpiceJet","2025-05-16","Goa","Lucknow","GOA-LUC","18:37","09:59",0,"business class available",9332,16,5,930
"IndiGo","2019-02-05","Bangalore","Cochin","BAN-BHU-GOA-SUR-COC","09:53","22:46",3,"1 long layover",6447,5,2,600
"IndiGo","2022-02-22","Guwahati","Nagpur","GUW-PAT-NAG","03:01","21:51",1,"1 long layover",8309,22,2,825
"IndiGo","2023-02-22","Bangalore","Hyderabad","BAN-CHE-VAR-RAI-HYD","09:36","03:12",3,"business class available",13239,22,2,915
"SpiceJet","2025-06-14","Cochin","Chennai","COC-VAR-BHU-DEL-CHE","08:27","02:21",3,"none",15333,14,6,780
"AirAsia India","2022-08-03","Hyderabad","Cochin","HYD-LUC-NAG-COC","12:36","17:48",2,"1 long layover",10972,3,8,855
"Air India","2019-02-12","Kolkata","Ahmedabad","KOL-SUR-PUN-VAR-AHM","08:15","07:06",3,"wifi available",16611,12,2,750
"TruJet","2025-05-04","Indore","Cochin","IND-COC","02:23","13:37",0,"red-eye flight",6620,4,5,255
"GoAir","2024-09-08","Hyderabad","Chennai","HYD-AHM-COC-CHE","09:21","21:59",2,"extra baggage allowed",8724,8,9,495
"Vistara","2021-07-02","Bhubaneswar","Ahmedabad","BHU-RAI-BAN-AHM","02:00","00:22",2,"business class available",12163,2,7,300
"TruJet","2024-08-11","Jaipur","Lucknow","JAI-LUC","23:29","03:16",0,"none",4826,11,8,135
"Vistara","2021-06-12","Nagpur","Chennai","NAG-CHE","22:01","02:42",0,"wifi available",5000,12,6,75
"Air India","2020-05-28","Patna","Varanasi","PAT-JAI-VAR","13:43","06:56",1,"wifi available",7345,28,5,330
"Air India","2022-03-24","Jaipur","Nagpur","JAI-NAG","10:51","05:16",0,"none",11842,24,3,60
"Air India","2021-04-14","Delhi","Lucknow","DEL-LUC","12:48","19:24",0,"new aircraft",5175,14,4,420
"IndiGo","2022-03-14","Mumbai","Pune","MUM-NAG-RAI-IND-PUN","23:27","07:51",3,"1 long layover",14490,14,3,420
"GoAir","2020-07-25","Delhi","Varanasi","DEL-PAT-VAR","17:12","15:05",1,"red-eye flight",8375,25,7,510
"AirAsia India","2019-09-06","Bangalore","Guwahati","BAN-MUM-SUR-VAR-GUW","13:19","07:15",3,"in-flight meal not included",16014,6,9,225
"Alliance Air","2025-08-06","Raipur","Patna","RAI-AHM-PUN-COC-PAT","00:57","11:14",3,"1 long layover",16593,6,8,795
"TruJet","2024-06-28","Indore","Nagpur","IND-VAR-KOL-NAG","23:56","08:58",2,"business class available",11417,28,6,75
"Star Air","2025-09-03","Bangalore","Pune","BAN-IND-AHM-PUN","01:58","08:27",2,"business class available",14843,3,9,420
"TruJet","2025-01-25","Cochin","Lucknow","COC-AHM-DEL-LUC","13:57","13:02",2,"none",6416,25,1,615
"GoAir","2022-09-18","Lucknow","Bhubaneswar","LUC-JAI-IND-BHU","00:19","00:39",2,"business class available",9595,18,9,885
"TruJet","2023-05-21","Ahmedabad","Cochin","AHM-DEL-BAN-COC","11:29","18:50",2,"new aircraft",9388,21,5,210
"SpiceJet","2021-02-07","Hyderabad","Lucknow","HYD-BAN-PUN-LUC","15:26","06:06",2,"new aircraft",14218,7,2,915
"Star Air","2020-11-17","Pune","Surat","PUN-SUR","14:50","22:34",0,"in-flight meal not included",10622,17,11,660
"TruJet","2022-04-15","Indore","Raipur","IND-JAI-VAR-RAI","01:56","21:28",2,"extra baggage allowed",13726,15,4,390
"Akasa Air","2022-07-10","Goa","Delhi","GOA-AHM-CHE-DEL","23:17","05:52",2,"business class available",8195,10,7,150
"Vistara","2021-12-17","Nagpur","Chennai","NAG-PAT-CHE","01:18","20:11",1,"extra baggage allowed",4793,17,12,840
"AirAsia India","2023-11-07","Cochin","Pune","COC-DEL-PUN","03:58","07:02",1,"business class available",6174,7,11,465
"SpiceJet","2019-06-10","Goa","Lucknow","GOA-HYD-BAN-LUC","17:45","02:57",2,"limited seats",7531,10,6,105
"Vistara","2020-07-07","Bangalore","Delhi","BAN-GOA-VAR-DEL","09:41","15:58",2,"limited seats",13230,7,7,480
"Vistara","2021-12-15","Cochin","Patna","COC-DEL-VAR-CHE-PAT","08:29","02:52",3,"wifi available",12503,15,12,435
"SpiceJet","2024-04-18","Bhubaneswar","Indore","BHU-VAR-RAI-AHM-IND","07:20","19:20",3,"none",13830,18,4,735
"Akasa Air","2020-08-12","Mumbai","Delhi","MUM-DEL","22:18","05:20",0,"red-eye flight",2746,12,8,825
"IndiGo","2023-08-15","Jaipur","Patna","JAI-BHU-MUM-PAT","02:23","16:16",2,"1 long layover",6588,15,8,525
"SpiceJet","2019-07-03","Guwahati","Nagpur","GUW-NAG","10:22","15:47",0,"extra baggage allowed",10499,3,7,585
"Air India","2024-12-27","Goa","Nagpur","GOA-PUN-IND-NAG","08:52","13:31",2,"wifi available",13639,27,12,420
"Air India","2022-09-02","Indore","Varanasi","IND-PUN-GUW-VAR","17:45","20:16",2,"extra baggage allowed",9470,2,9,285
"IndiGo","2019-06-15","Mumbai","Ahmedabad","MUM-DEL-HYD-AHM","16:23","08:53",2,"business class available",13449,15,6,525
"Vistara","2021-03-22","Lucknow","Surat","LUC-PUN-SUR","23:30","11:28",1,"limited seats",12349,22,3,585
"AirAsia India","2020-08-10","Jaipur","Varanasi","JAI-BHU-VAR","06:06","17:31",1,"none",9684,10,8,900
